name,platform,year_of_release,genre,na_sales,eu_sales,jp_sales,other_sales,critic_score,user_score,rating,group_plat,ventas_totales
true love story 3,PS2,2001,Simulation,0.0,0.0,0.04,0.0,,,,play,0.04
jerry rice and nitus' dog football,Wii,2011,Sports,0.04,0.0,0.0,0.0,,,,nintendo,0.04
little battlers experience w,PSV,2012,Role-Playing,0.0,0.0,0.04,0.0,,,,play,0.04
the smurfs,PS,1998,Action,0.02,0.02,0.0,0.0,,,,play,0.04
teenage mutant ninja turtles: mutants in manhattan,X360,2016,Action,0.01,0.03,0.0,0.0,,43.0,T,xbox,0.04
strike force bowling,XB,2004,Sports,0.03,0.01,0.0,0.0,54.0,,E,xbox,0.04
il-2 sturmovik: 1946,PC,2006,Simulation,0.0,0.04,0.0,0.01,86.0,88.0,T,pc,0.05
chessmaster,GBA,2002,Misc,0.03,0.01,0.0,0.0,76.0,,E,nintendo,0.04
blood will tell: tezuka osamu's dororo,PS2,2004,Adventure,0.02,0.02,0.0,0.01,,,,play,0.05
coraline,DS,2009,Action,0.04,0.0,0.0,0.0,,,E,nintendo,0.04
red ninja: end of honor,PS2,2005,Action,0.02,0.02,0.0,0.01,47.0,50.0,M,play,0.05
praetorians,PC,2003,Strategy,0.0,0.04,0.0,0.0,78.0,82.0,T,pc,0.04
kids learn music a+ edition,DS,2011,Misc,0.04,0.0,0.0,0.0,,,,nintendo,0.04
the wolf among us,PSV,2014,Adventure,0.03,0.0,0.0,0.01,,84.0,M,play,0.04
smash court tennis 3,PSP,2007,Sports,0.01,0.01,0.01,0.01,68.0,63.0,E,play,0.04
kanuchi: shiroki tsubasa no shou,PS2,2008,Adventure,0.0,0.0,0.04,0.0,,,,play,0.04
sx superstar,XB,2003,Racing,0.03,0.01,0.0,0.0,53.0,,T,xbox,0.04
katekyoo hitman reborn! battle arena,PSP,2008,Fighting,0.0,0.0,0.04,0.0,,,,play,0.04
lego friends,3DS,2013,Action,0.0,0.04,0.0,0.0,43.0,83.0,E,nintendo,0.04
saint seiya: the hades,PS2,2006,Fighting,0.0,0.0,0.04,0.0,,,,play,0.04
saki portable,PSP,2010,Adventure,0.0,0.0,0.04,0.0,,,,play,0.04
naruto shippuuden: shinobi retsuden iii,DS,2009,Action,0.0,0.0,0.04,0.0,,,,nintendo,0.04
guild wars trilogy,PC,2005,Role-Playing,0.0,0.03,0.0,0.01,,88.0,T,pc,0.04
spray,Wii,2008,Action,0.04,0.0,0.0,0.0,42.0,45.0,E10+,nintendo,0.04
outlaw tennis,XB,2005,Sports,0.03,0.01,0.0,0.0,66.0,77.0,M,xbox,0.04
ore no imouto ga konna ni kawaii wake ga nai happy end,PS3,2013,Simulation,0.0,0.0,0.04,0.0,,,,play,0.04
saint seiya: soldiers' soul,PS3,2015,Fighting,0.0,0.0,0.04,0.0,,63.0,T,play,0.04
nike+ kinect training,X360,2012,Sports,0.02,0.01,0.0,0.0,,,,xbox,0.03
no rules: get phat,GBA,2001,Action,0.03,0.01,0.0,0.0,,,,nintendo,0.04
star ocean 5: integrity and faithlessness,PS3,2016,Role-Playing,0.0,0.0,0.04,0.0,,,,play,0.04
brothers: a tale of two sons,XOne,2015,Adventure,0.03,0.01,0.0,0.0,81.0,89.0,T,xbox,0.04
nhl legacy,PS3,2015,Action,0.03,0.0,0.0,0.01,,,,play,0.04
battle rage,Wii,2008,Shooter,0.04,0.0,0.0,0.0,,,,nintendo,0.04
attack of the movies 3d,X360,2010,Shooter,0.04,0.0,0.0,0.0,38.0,17.0,T,xbox,0.04
igor: the game,DS,2008,Adventure,0.04,0.0,0.0,0.0,43.0,,E,nintendo,0.04
zombi daisuki,DS,2011,Action,0.0,0.0,0.04,0.0,,,,nintendo,0.04
doraemon: shin nobita no daimakyou peko to 5-nin no tankenta,3DS,2014,Action,0.0,0.0,0.04,0.0,,,,nintendo,0.04
"negima!? chou mahora taisen kattoiin, keiyaku shikkou dechai masuu",DS,2006,Adventure,0.0,0.0,0.04,0.0,,,,nintendo,0.04
sea monsters: a prehistoric adventure,Wii,2007,Adventure,0.04,0.0,0.0,0.0,,,E10+,nintendo,0.04
get up and dance,PS3,2011,Misc,0.03,0.0,0.0,0.0,,,T,play,0.03
secret files: tunguska,PC,2006,Adventure,0.0,0.04,0.0,0.0,66.0,74.0,T,pc,0.04
the monkey king: the legend begins,Wii,2007,Shooter,0.04,0.0,0.0,0.0,,,E,nintendo,0.04
the invincible iron man,GBA,2002,Action,0.03,0.01,0.0,0.0,68.0,,E,nintendo,0.04
nascar 07,XB,2006,Racing,0.03,0.01,0.0,0.0,72.0,70.0,E,xbox,0.04
dance dance revolution disney mix,PS,2000,Simulation,0.02,0.02,0.0,0.0,74.0,83.0,E,play,0.04
casual mania!,DS,2010,Puzzle,0.04,0.0,0.0,0.0,,,E,nintendo,0.04
maken shao: demon sword,PS2,2001,Action,0.0,0.0,0.04,0.0,,,,play,0.04
scaler,XB,2004,Platform,0.03,0.01,0.0,0.0,69.0,,E,xbox,0.04
super robot taisen og infinite battle,PS3,2013,Fighting,0.0,0.0,0.04,0.0,,,,play,0.04
beatmania iidx 16: empress + premium best,PS2,2009,Simulation,0.0,0.0,0.04,0.0,,,,play,0.04
emergency room: real life rescues,DS,2009,Simulation,0.04,0.0,0.0,0.0,,,T,nintendo,0.04
fifa soccer 2003 (weekly jp sales),PS2,2002,Sports,0.0,0.0,0.04,0.0,,,,play,0.04
high heat baseball 2002,PS,2001,Sports,0.02,0.02,0.0,0.0,,,,play,0.04
nitroplus blasterz: heroines infinite duel,PS4,2015,Fighting,0.01,0.0,0.02,0.0,70.0,69.0,T,play,0.03
puyo pop fever,PSP,2004,Puzzle,0.0,0.0,0.04,0.0,68.0,,,play,0.04
thrillville: off the rails,DS,2007,Strategy,0.03,0.01,0.0,0.0,59.0,62.0,E,nintendo,0.04
hana to ikimo no rittai zukan,3DS,2011,Misc,0.0,0.0,0.04,0.0,,,,nintendo,0.04
bloody roar extreme,XB,2003,Fighting,0.03,0.01,0.0,0.0,61.0,86.0,T,xbox,0.04
split/second,PC,2010,Racing,0.0,0.04,0.0,0.01,79.0,82.0,E10+,pc,0.05
tennis masters series 2003,XB,2002,Sports,0.03,0.01,0.0,0.0,67.0,,E,xbox,0.04
resident evil 6,PC,2012,Shooter,0.0,0.04,0.0,0.0,69.0,59.0,M,pc,0.04
amagami,PSV,2014,Adventure,0.0,0.0,0.04,0.0,,,,play,0.04
dead head fred,PSP,2007,Action,0.04,0.0,0.0,0.0,75.0,73.0,M,play,0.04
mlb slugfest 20-04,GC,2003,Sports,0.03,0.01,0.0,0.0,76.0,,E,nintendo,0.04
pocket pool,PSP,2007,Action,0.04,0.0,0.0,0.0,37.0,,M,play,0.04
jissen pachislot hisshouhou! hokuto no ken ds,DS,2005,Misc,0.0,0.0,0.04,0.0,,,,nintendo,0.04
lise no atelier: ordre no renkinjutsushi,DS,2007,Role-Playing,0.0,0.0,0.04,0.0,,,,nintendo,0.04
myth makers: trixie in toyland,Wii,2008,Platform,0.04,0.0,0.0,0.0,,2.0,E,nintendo,0.04
arcana heart 3,PSV,2014,Fighting,0.02,0.0,0.02,0.01,,,,play,0.05
torino 2006,XB,2006,Sports,0.03,0.01,0.0,0.0,,,,xbox,0.04
amnesia,PSP,2011,Adventure,0.0,0.0,0.04,0.0,,,,play,0.04
tabi no yubisashi kaiwachou ds: ds series 5 deutsch,DS,2006,Misc,0.0,0.0,0.04,0.0,,,,nintendo,0.04
metal slug 4 & 5,XB,2005,Shooter,0.03,0.01,0.0,0.0,,,,xbox,0.04
great battle full blast,PSP,2012,Action,0.0,0.0,0.04,0.0,,,,play,0.04
ride to hell,PS3,2013,Racing,0.02,0.01,0.0,0.01,13.0,10.0,M,play,0.04
need for speed: prostreet,PC,2007,Racing,0.0,0.04,0.0,0.01,70.0,59.0,E10+,pc,0.05
digimon rumble arena 2,GC,2004,Fighting,0.03,0.01,0.0,0.0,71.0,81.0,T,nintendo,0.04
ncis,PC,2011,Adventure,0.01,0.02,0.0,0.01,,,T,pc,0.04
doki doki! precure narikiri life!,3DS,2013,Action,0.0,0.0,0.04,0.0,,,,nintendo,0.04
gravity falls: legend of the gnome gemulets,3DS,2015,Action,0.03,0.0,0.0,0.0,46.0,58.0,E,nintendo,0.03
rodea the sky soldier,3DS,2015,Action,0.03,0.0,0.0,0.0,45.0,56.0,E10+,nintendo,0.03
major league baseball 2k12,PC,2012,Sports,0.04,0.0,0.0,0.0,,57.0,E,pc,0.04
watashi no relaxuma,DS,2007,Simulation,0.0,0.0,0.04,0.0,,,,nintendo,0.04
phantom kingdom portable,PSP,2011,Role-Playing,0.0,0.0,0.04,0.0,,,,play,0.04
pac-man world rally,PSP,2006,Racing,0.04,0.0,0.0,0.0,51.0,,E,play,0.04
way of the samurai 2 portable,PSP,2009,Action,0.0,0.0,0.04,0.0,,,,play,0.04
challenge me: maths workout,DS,2009,Puzzle,0.04,0.0,0.0,0.0,,,,nintendo,0.04
code geass: hangyaku no lelouch r2 - banjou no geass gekijou,DS,2008,Misc,0.0,0.0,0.04,0.0,,,,nintendo,0.04
hellboy: the science of evil,PSP,2008,Action,0.04,0.0,0.0,0.0,42.0,71.0,T,play,0.04
mortimer beckett and the secrets of spooky manor,Wii,2008,Puzzle,0.04,0.0,0.0,0.0,56.0,,E,nintendo,0.04
little busters! converted edition,PSP,2010,Adventure,0.0,0.0,0.04,0.0,,,,play,0.04
unison: rebels of rhythm & dance,PS2,2000,Misc,0.02,0.02,0.0,0.01,,,,play,0.05
tennis no oji-sama: dokidoki survival - umibe no secret,PS2,2007,Sports,0.0,0.0,0.04,0.0,,,,play,0.04
wtf: work time fun,PSP,2005,Puzzle,0.04,0.0,0.0,0.0,,,,play,0.04
the sims deluxe,PC,2002,Simulation,0.01,0.02,0.0,0.01,92.0,82.0,T,pc,0.04
fashion week jr designer,DS,2009,Simulation,0.04,0.0,0.0,0.0,,,E,nintendo,0.04
dark half,SNES,1996,Role-Playing,0.0,0.0,0.04,0.0,,,,nintendo,0.04
horses 3d,3DS,2012,Misc,0.04,0.0,0.0,0.0,,63.0,E,nintendo,0.04
lego indiana jones: the original adventures,PC,2008,Action,0.02,0.02,0.0,0.0,78.0,77.0,E10+,pc,0.04
bullet girls 2,PSV,2016,Action,0.0,0.0,0.04,0.0,,,,play,0.04
the sims 2: pets,PC,2006,Simulation,0.01,0.02,0.0,0.01,76.0,77.0,T,pc,0.04
deadliest warrior: ancient combat,X360,2012,Fighting,0.04,0.0,0.0,0.0,37.0,63.0,M,xbox,0.04
zoo quest: puzzle fun!,DS,2008,Puzzle,0.04,0.0,0.0,0.0,,,,nintendo,0.04
civilization beyond earth: rising tide,PC,2015,Strategy,0.0,0.04,0.0,0.0,,,,pc,0.04
hayate no gotoku! ojousama produce daisakusen boku iro ni somare! gakkou-hen,DS,2008,Simulation,0.0,0.0,0.04,0.0,,,,nintendo,0.04
nobunaga's ambition: sphere of influence - sengoku risshiden,PSV,2016,Misc,0.0,0.0,0.04,0.0,,,,play,0.04
shukufuku no campanella portable,PSP,2010,Adventure,0.0,0.0,0.04,0.0,,,,play,0.04
the kore gang,Wii,2010,Platform,0.04,0.0,0.0,0.0,70.0,86.0,E10+,nintendo,0.04
national geographic challenge!,PS3,2011,Misc,0.01,0.03,0.0,0.01,,,,play,0.05
duke nukem trilogy: critical mass,DS,2011,Shooter,0.04,0.0,0.0,0.0,,,,nintendo,0.04
beastly frantic foto,DS,2011,Puzzle,0.04,0.0,0.0,0.0,,,E,nintendo,0.04
chaos;head - love chu*chu!,PSP,2011,Adventure,0.0,0.0,0.04,0.0,,,,play,0.04
yourself fitness,PS2,2005,Sports,0.02,0.02,0.0,0.01,,,,play,0.05
rugby challenge 3,PS4,2016,Sports,0.0,0.04,0.0,0.01,64.0,68.0,E,play,0.05
dungeon raiders,DS,2009,Role-Playing,0.04,0.0,0.0,0.0,,,E10+,nintendo,0.04
romance of the three kingdoms 13,PS3,2015,Action,0.0,0.0,0.04,0.0,,,,play,0.04
blood bowl,PC,2009,Sports,0.02,0.02,0.0,0.0,72.0,65.0,T,pc,0.04
port royale 2,PC,2004,Strategy,0.0,0.03,0.0,0.01,75.0,77.0,T,pc,0.04
star trek: shattered universe,XB,2004,Simulation,0.03,0.01,0.0,0.0,41.0,40.0,E,xbox,0.04
company of heroes: tales of valor,PC,2009,Strategy,0.0,0.03,0.0,0.01,70.0,72.0,M,pc,0.04
12riven: the psi-climinal of integral,PS2,2008,Adventure,0.0,0.0,0.04,0.0,,,,play,0.04
battle spirits: digital starter,DS,2010,Role-Playing,0.0,0.0,0.04,0.0,,,,nintendo,0.04
farm frenzy 3,PC,2009,Strategy,0.0,0.03,0.0,0.01,,,E,pc,0.04
guilty gear xx accent core,Wii,2007,Fighting,0.03,0.0,0.0,0.0,75.0,84.0,T,nintendo,0.03
lionel trains: on track,DS,2006,Action,0.04,0.0,0.0,0.0,47.0,,E,nintendo,0.04
warjetz,PS2,2001,Shooter,0.02,0.02,0.0,0.01,59.0,55.0,T,play,0.05
breeding stud 2,PS,1998,Sports,0.0,0.0,0.04,0.0,,,,play,0.04
banushi life game: winner's circle,DS,2007,Sports,0.0,0.0,0.04,0.0,,,,nintendo,0.04
stellaris,PC,2016,Strategy,0.0,0.04,0.0,0.0,78.0,80.0,,pc,0.04
gakuen hetalia portable,PSP,2011,Adventure,0.0,0.0,0.04,0.0,,,,play,0.04
catwoman,GBA,2004,Action,0.03,0.01,0.0,0.0,61.0,,T,nintendo,0.04
devil may cry 4,PC,2008,Action,0.01,0.02,0.0,0.01,78.0,85.0,M,pc,0.04
chibi maruko-chan ds: maru-chan no machi,DS,2009,Puzzle,0.0,0.0,0.04,0.0,,,,nintendo,0.04
capcom fighting evolution,XB,2005,Fighting,0.03,0.01,0.0,0.0,61.0,,T,xbox,0.04
gray matter,X360,2011,Adventure,0.0,0.04,0.0,0.0,,,,xbox,0.04
call of duty: modern warfare trilogy,X360,2016,Shooter,0.02,0.02,0.0,0.0,,,M,xbox,0.04
riding stables: the whitakers present milton and friends,3DS,2011,Sports,0.0,0.04,0.0,0.0,,,,nintendo,0.04
world poker tour,PSP,2006,Misc,0.04,0.0,0.0,0.0,68.0,,T,play,0.04
barnyard,Wii,2006,Action,0.04,0.0,0.0,0.0,65.0,57.0,E10+,nintendo,0.04
paws & claws: regal resort,DS,2010,Simulation,0.04,0.0,0.0,0.0,,,,nintendo,0.04
mazes of fate ds,DS,2008,Role-Playing,0.04,0.0,0.0,0.0,,,T,nintendo,0.04
novastorm,PS,1995,Shooter,0.02,0.02,0.0,0.0,,,,play,0.04
shiren the wanderer 4 - god's eye and the demon's navel,PSP,2012,Role-Playing,0.0,0.0,0.04,0.0,,,,play,0.04
popcap arcade vol 1,X360,2007,Puzzle,0.04,0.0,0.0,0.0,,,E,xbox,0.04
test drive: ferrari legends,PS3,2012,Racing,0.04,0.0,0.0,0.01,62.0,49.0,E,play,0.05
heroes of might and magic v,PC,2006,Strategy,0.0,0.03,0.0,0.01,77.0,79.0,T,pc,0.04
dead ball zone,PS,1998,Sports,0.02,0.02,0.0,0.0,,,,play,0.04
nba in the zone 2000,N64,2000,Sports,0.04,0.0,0.0,0.0,,,,nintendo,0.04
winning post world 2010,PS3,2010,Sports,0.0,0.0,0.04,0.0,,,,play,0.04
nba in the zone '99,N64,1998,Sports,0.04,0.0,0.0,0.0,,,,nintendo,0.04
do-konjou shougakussei: bon bita - hadaka no choujou ketsusen!! bita vs dokuro dei!,DS,2010,Action,0.0,0.0,0.04,0.0,,,,nintendo,0.04
world series baseball,SAT,1994,Sports,0.0,0.0,0.04,0.0,,,,otros,0.04
haunted casino,SAT,1996,Adventure,0.0,0.0,0.04,0.0,,,,otros,0.04
metal gear solid: digital graphic novel,PSP,2006,Misc,0.02,0.0,0.02,0.0,78.0,72.0,M,play,0.04
ou to maou to 7-nin no himegimitachi: shin ousama monogatari,PSV,2012,Action,0.0,0.0,0.04,0.0,,,,play,0.04
aeon flux,PS2,2005,Action,0.02,0.02,0.0,0.01,66.0,58.0,T,play,0.05
mlb 2k12 / nba 2k12 combo pack,X360,2012,Sports,0.04,0.0,0.0,0.0,,,,xbox,0.04
age of mythology: the titans,PC,2003,Strategy,0.02,0.02,0.0,0.0,84.0,87.0,T,pc,0.04
chicken blaster,DS,2009,Shooter,0.04,0.0,0.0,0.0,,,E10+,nintendo,0.04
syk renshouden portable,PSP,2011,Adventure,0.0,0.0,0.04,0.0,,,,play,0.04
psycho-pass: mandatory happiness,PS4,2016,Adventure,0.03,0.0,0.0,0.01,72.0,83.0,T,play,0.04
arctic tale,Wii,2007,Adventure,0.04,0.0,0.0,0.0,,,E,nintendo,0.04
virtua tennis 4,PC,2011,Sports,0.0,0.03,0.0,0.01,66.0,73.0,E,pc,0.04
metal max returns,SNES,1995,Role-Playing,0.0,0.0,0.04,0.0,,,,nintendo,0.04
shattered union,XB,2005,Strategy,0.03,0.01,0.0,0.0,66.0,69.0,T,xbox,0.04
monster high: new ghoul in school,PS3,2015,Action,0.0,0.03,0.0,0.01,,,E,play,0.04
hanaoni: yume no tsudzuki,PSP,2012,Action,0.0,0.0,0.04,0.0,,,,play,0.04
mat hoffman's pro bmx 2,GC,2002,Sports,0.03,0.01,0.0,0.0,70.0,,T,nintendo,0.04
deadliest warrior: ancient combat,PS3,2012,Fighting,0.04,0.0,0.0,0.0,,,M,play,0.04
unchained blades ,3DS,2011,Role-Playing,0.0,0.0,0.04,0.0,65.0,78.0,T,nintendo,0.04
terraria,XOne,2014,Action,0.0,0.04,0.0,0.0,84.0,77.0,T,xbox,0.04
dolly kanon dokidoki tokimeki himitsu no ongaku katsudou start desu!!,3DS,2014,Adventure,0.0,0.0,0.04,0.0,,,,nintendo,0.04
company of heroes: opposing fronts,PC,2007,Strategy,0.01,0.03,0.0,0.01,87.0,86.0,M,pc,0.05
gal*gun,X360,2011,Shooter,0.0,0.0,0.04,0.0,,,,xbox,0.04
black & white,PC,2001,Strategy,0.0,0.04,0.0,0.0,,,,pc,0.04
ookami kakushi,PSP,2009,Action,0.0,0.0,0.04,0.0,,,,play,0.04
 haikyu!! cross team match!,3DS,2016,Adventure,0.0,0.0,0.04,0.0,,,,nintendo,0.04
gormiti: the lords of nature!,Wii,2010,Adventure,0.03,0.0,0.0,0.0,,,,nintendo,0.03
north american hunting extravaganza 2,Wii,2010,Sports,0.03,0.0,0.0,0.0,,,,nintendo,0.03
zen-nippon gt senshuken,SNES,1995,Racing,0.0,0.0,0.04,0.0,,,,nintendo,0.04
monaco grand prix,N64,1999,Racing,0.03,0.01,0.0,0.0,,,,nintendo,0.04
worms armageddon,N64,1999,Strategy,0.03,0.01,0.0,0.0,,,,nintendo,0.04
rally challenge 2000,N64,1999,Racing,0.03,0.01,0.0,0.0,,,,nintendo,0.04
looney tunes duck dodgers starring: daffy duck,N64,2000,Platform,0.03,0.01,0.0,0.0,,,,nintendo,0.04
pd ultraman battle collection 64,N64,1999,Strategy,0.0,0.0,0.04,0.0,,,,nintendo,0.04
deadly arts,N64,1998,Fighting,0.03,0.01,0.0,0.0,,,,nintendo,0.04
superman: countdown to apokolips,GBA,2003,Platform,0.03,0.01,0.0,0.0,47.0,57.0,E,nintendo,0.04
sengoku musou 3 z special,PSP,2012,Action,0.0,0.0,0.04,0.0,,,,play,0.04
kikou heidan j-phoenix 2,PS2,2003,Action,0.0,0.0,0.04,0.0,,,,play,0.04
ben 10 galactic racing,PSV,2012,Racing,0.02,0.01,0.0,0.01,,38.0,E,play,0.04
dragon's lair 3d: return to the lair,GC,2002,Platform,0.03,0.01,0.0,0.0,,,,nintendo,0.04
harukanaru toki no naka de 5,PSP,2011,Role-Playing,0.0,0.0,0.04,0.0,,,,play,0.04
worms 4: mayhem,XB,2005,Strategy,0.03,0.01,0.0,0.0,69.0,92.0,T,xbox,0.04
winning post 7 2012,PSP,2012,Sports,0.0,0.0,0.04,0.0,,,,play,0.04
rise of nations,PC,2003,Strategy,0.01,0.02,0.0,0.01,89.0,90.0,T,pc,0.04
who wants to be a millionaire: 3rd edition,DS,2010,Misc,0.04,0.0,0.0,0.0,,,E,nintendo,0.04
point blank 2,PS,1998,Shooter,0.02,0.02,0.0,0.0,,,,play,0.04
saru! get you! pipo saru senki,PSP,2009,Role-Playing,0.0,0.0,0.04,0.0,,,,play,0.04
men of war: vietnam,PC,2011,Strategy,0.0,0.03,0.0,0.01,68.0,49.0,T,pc,0.04
jleague pro soccer club o tsukurou! 8 euro plus,PSP,2013,Sports,0.0,0.0,0.04,0.0,,,,play,0.04
imperial glory,PC,2005,Strategy,0.0,0.04,0.0,0.0,69.0,84.0,T,pc,0.04
imabikisou,PS3,2007,Adventure,0.0,0.0,0.04,0.0,,,,play,0.04
hakuouki: reimeiroku portable,PSP,2011,Adventure,0.0,0.0,0.04,0.0,,,,play,0.04
sega ages 2500 series vol 33: fantasy zone complete collection,PS2,2008,Shooter,0.0,0.0,0.04,0.0,,,,play,0.04
antz extreme racing,PS2,2002,Racing,0.02,0.02,0.0,0.01,31.0,50.0,E,play,0.05
motto toeic test ds training,DS,2008,Misc,0.0,0.0,0.04,0.0,,,,nintendo,0.04
super robot gakuen,DS,2009,Adventure,0.0,0.0,0.04,0.0,,,,nintendo,0.04
atelier iris 3: grand phantasm (jp sales),PS2,2006,Role-Playing,0.0,0.0,0.04,0.0,,,,play,0.04
ape escape,PS3,2010,Platform,0.0,0.03,0.0,0.01,,,,play,0.04
jojo's fashion show: design in a dash!,DS,2009,Simulation,0.04,0.0,0.0,0.0,,,,nintendo,0.04
mike tyson boxing,GBA,2002,Sports,0.03,0.01,0.0,0.0,44.0,,E,nintendo,0.04
the legend of heroes: trails in the sky first chapter,PS3,2012,Role-Playing,0.0,0.0,0.04,0.0,,,,play,0.04
go diego go!: safari rescue,PS2,2008,Action,0.02,0.02,0.0,0.01,,,,play,0.05
system 3 presents ferrari challenge trofeo pirelli,DS,2008,Racing,0.03,0.0,0.0,0.0,,,,nintendo,0.03
samurai warriors 2: empires,X360,2007,Action,0.03,0.0,0.01,0.0,53.0,85.0,T,xbox,0.04
metal slug xx,PSP,2009,Shooter,0.03,0.0,0.0,0.0,67.0,61.0,T,play,0.03
clannad,PS2,2006,Adventure,0.0,0.0,0.04,0.0,,,,play,0.04
patrician iv,PC,2010,Strategy,0.03,0.0,0.0,0.0,66.0,64.0,E,pc,0.03
katekyoo hitman reborn! battle arena 2 - spirits burst,PSP,2009,Fighting,0.0,0.0,0.04,0.0,,,,play,0.04
fisherman's challenge,PS2,2003,Sports,0.02,0.02,0.0,0.01,67.0,75.0,E,play,0.05
mission: impossible - operation surma,GBA,2003,Platform,0.03,0.01,0.0,0.0,42.0,,T,nintendo,0.04
akko ni omakase! brain shock,DS,2006,Misc,0.0,0.0,0.04,0.0,,,,nintendo,0.04
platinum sudoku,DS,2007,Puzzle,0.03,0.01,0.0,0.0,,,E,nintendo,0.04
resident evil: revelations,PC,2013,Action,0.0,0.04,0.0,0.0,77.0,70.0,M,pc,0.04
king of fighters: maximum impact regulation a,PS2,2007,Fighting,0.0,0.0,0.04,0.0,,,,play,0.04
date a live: rine utopia,PS3,2013,Adventure,0.0,0.0,0.04,0.0,,,,play,0.04
durarara!! 3way standoff: alley,PSP,2011,Adventure,0.0,0.0,0.04,0.0,,,,play,0.04
gummy bears mini golf,Wii,2010,Sports,0.04,0.0,0.0,0.0,,,,nintendo,0.04
the da vinci code,XB,2006,Action,0.03,0.01,0.0,0.0,52.0,28.0,T,xbox,0.04
monster band,DS,2008,Misc,0.04,0.0,0.0,0.0,,,E,nintendo,0.04
famicom mini: clu clu land,GBA,2004,Puzzle,0.0,0.0,0.04,0.0,,,,nintendo,0.04
super black bass fishing,DS,2005,Sports,0.04,0.0,0.0,0.0,35.0,,E,nintendo,0.04
sacred blaze,PS2,2009,Strategy,0.0,0.0,0.04,0.0,,,,play,0.04
painkiller: hell & damnation,PS3,2013,Shooter,0.02,0.01,0.0,0.01,,,,play,0.04
rollin' rascals,DS,2009,Puzzle,0.04,0.0,0.0,0.0,,,E,nintendo,0.04
haneru no tobira ds: tanshuku tetsudou no yoru,DS,2007,Misc,0.0,0.0,0.04,0.0,,,,nintendo,0.04
pure pinball,XB,2004,Misc,0.03,0.01,0.0,0.0,68.0,85.0,E,xbox,0.04
thoroughbred breeder ii plus,PS,1995,Simulation,0.0,0.0,0.04,0.0,,,,play,0.04
hanaoni: koisomeru koku - eikyuu no shirushi,PSP,2011,Adventure,0.0,0.0,0.04,0.0,,,,play,0.04
zac to ombra: maboroshi no yuuenchi,DS,2010,Adventure,0.0,0.0,0.04,0.0,,,,nintendo,0.04
shadow of the colossus,PS3,2011,Action,0.0,0.0,0.04,0.0,,84.0,T,play,0.04
phantom breaker,X360,2011,Fighting,0.02,0.0,0.02,0.0,,,T,xbox,0.04
daikaijuu battle: ultra coliseum dx - ultra senshi daishuuketsu,Wii,2010,Fighting,0.0,0.0,0.04,0.0,,,,nintendo,0.04
blazblue: chrono phantasma extend,PS3,2015,Action,0.0,0.0,0.04,0.0,,83.0,T,play,0.04
valhalla knights 2: battle stance,PSP,2009,Role-Playing,0.0,0.0,0.04,0.0,,,E10+,play,0.04
yuki yuna is a hero: memory of the forest,PSV,2015,Action,0.0,0.0,0.04,0.0,,,,play,0.04
99 no namida,DS,2008,Adventure,0.0,0.0,0.04,0.0,,,,nintendo,0.04
cyber troopers virtual-on marz,PS2,2003,Fighting,0.02,0.01,0.0,0.0,,,,play,0.03
ookami to koushinryou: boku to horo no ichinen,DS,2008,Adventure,0.0,0.0,0.04,0.0,,,,nintendo,0.04
clannad,PSP,2008,Adventure,0.0,0.0,0.04,0.0,,,,play,0.04
headhunter: redemption,PS2,2004,Action,0.02,0.01,0.0,0.0,62.0,67.0,M,play,0.03
stuntman,GBA,2003,Racing,0.03,0.01,0.0,0.0,77.0,,E,nintendo,0.04
the chase: felix meets felicity,DS,2009,Action,0.04,0.0,0.0,0.0,59.0,,E,nintendo,0.04
time travelers,3DS,2012,Adventure,0.0,0.0,0.04,0.0,,,,nintendo,0.04
wsc real 11: world snooker championship,X360,2011,Sports,0.0,0.03,0.0,0.0,,,,xbox,0.03
dead rising,PS4,2016,Action,0.02,0.0,0.01,0.01,78.0,66.0,M,play,0.04
grand theft auto: vice city,PC,2003,Action,0.0,0.03,0.0,0.01,94.0,88.0,M,pc,0.04
doraemon: shin nobita no nihon tanjou,3DS,2016,Misc,0.0,0.0,0.04,0.0,,,,nintendo,0.04
syndicate wars,PS,1997,Strategy,0.02,0.01,0.0,0.0,,,,play,0.03
sonic pc collection,PC,2009,Misc,0.0,0.04,0.0,0.0,,,,pc,0.04
surf's up,PS3,2007,Sports,0.03,0.0,0.0,0.0,59.0,51.0,E10+,play,0.03
ducktales: remastered,X360,2013,Action,0.03,0.0,0.0,0.0,,,,xbox,0.03
draglade (jp sales),DS,2007,Fighting,0.0,0.0,0.04,0.0,,,,nintendo,0.04
herc's adventures,PS,1997,Action,0.02,0.01,0.0,0.0,,,,play,0.03
tiger woods pga tour golf,GBA,2002,Sports,0.03,0.01,0.0,0.0,,,E,nintendo,0.04
swat: target liberty,PSP,2007,Shooter,0.03,0.0,0.0,0.0,50.0,77.0,T,play,0.03
twin strike: operation thunder,Wii,2008,Shooter,0.04,0.0,0.0,0.0,50.0,83.0,E10+,nintendo,0.04
csi: fatal conspiracy,PC,2010,Adventure,0.0,0.03,0.0,0.01,47.0,55.0,M,pc,0.04
bomberman: act zero,X360,2006,Puzzle,0.04,0.0,0.0,0.0,34.0,22.0,T,xbox,0.04
all points bulletin,PC,2010,Role-Playing,0.0,0.03,0.0,0.01,,,,pc,0.04
